date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2021-10-17,1421,420836.2158,176837.68959999998,0.29,193056.26339999997,normal,719.0,0.2,42867.11,36354.1464,354.64,150072.1222,95,0,53799.77459999999,263095.0036,Mixed,82406.81019999999,Healthcare,Positive,66.0,Low,243998.5262,1
2021-11-16,1649,375759.6986,174740.8806,0.37,293370.6204,inflation,651.0,0.16,30154.1526,26544.803999999996,177.32,149337.1308,39,0,18660.2702,129867.3948,Salary,123982.144,Education,Neutral,56.5,High,201018.818,0
2021-12-16,1249,418807.675,239706.49559999997,0.28,268659.30519999994,inflation,642.0,0.12,57097.9266,31167.5364,177.32,99361.262,83,0,15613.912600000001,189680.9772,Salary,118306.1308,Healthcare,Positive,18.7,Medium,179101.1794,0
2022-01-15,1909,373548.51820000005,247993.5458,0.21,235999.62099999998,normal,806.0,0.44,45581.879199999996,9328.805199999999,265.98,76322.961,38,0,65057.82139999999,219371.438,Salary,121317.911,Rent,Positive,92.5,Low,125554.9724,0
2022-02-14,1297,515008.208,260800.4828,0.15,229501.7296,normal,695.0,0.25,27437.610200000003,75222.6904,709.28,117096.8084,96,0,59244.3852,112099.04419999999,Mixed,115132.98939999999,Transportation,Neutral,78.4,Low,254207.7252,1
2022-03-16,1362,181827.4744,311598.22980000003,0.1,228503.418,normal,713.0,0.57,50677.1694,68553.68519999999,709.28,102362.40299999999,58,0,53314.8044,129821.2916,Freelance,129761.00279999999,Transportation,Neutral,33.7,Low,0.0,0
2022-04-15,1426,178974.3956,271101.8882,0.12,257690.28999999998,normal,785.0,0.22,43984.226,41370.5292,620.62,96913.35939999999,60,0,47546.5848,257330.3304,Salary,143571.571,Investments,Positive,57.5,Medium,0.0,0
2022-05-15,1554,423415.33520000003,190703.22699999998,0.34,215514.728,normal,640.0,0.49,43063.048599999995,71543.30040000001,177.32,78671.5644,55,0,62946.8268,214320.4778,Salary,58452.651399999995,Transportation,Positive,83.3,Low,232712.1082,1
2022-06-14,1944,208926.40339999998,265915.2782,0.24,161637.8192,recession,677.0,0.52,42623.295,50012.2194,620.62,87745.02879999999,79,0,72898.9118,184267.3976,Salary,135147.0978,Education,Neutral,39.3,High,0.0,0
2022-07-14,1284,251234.06879999998,289895.14839999995,0.06,255636.9244,inflation,648.0,0.43,50881.0874,17859.6704,620.62,135597.4906,22,0,43353.8534,258264.8068,Mixed,134079.63139999998,Investments,Negative,56.8,Medium,0.0,0
2022-08-13,1350,504034.75979999994,160070.3104,0.22,256207.00819999998,normal,772.0,0.55,57761.99,33496.6346,177.32,73857.32639999999,54,0,69775.42,216768.3804,Salary,145203.8016,Rent,Positive,44.9,Low,343964.4494,1
2022-09-12,1726,448464.445,146289.0,0.17,211165.955,recession,612.0,0.15,44695.2792,41320.8796,620.62,123693.999,24,0,12881.411399999999,130674.2008,Freelance,83249.9668,Investments,Positive,6.1,High,302175.445,1
2022-10-12,1733,407746.45339999994,406554.863,0.34,202695.3786,inflation,662.0,0.25,73956.6256,44659.8152,265.98,76096.878,40,0,45008.248999999996,204150.28919999997,Salary,97678.4952,Groceries,Neutral,58.7,Low,1191.5903999999998,0
2022-11-11,1014,493587.952,324122.3414,0.34,229930.844,recession,614.0,0.23,50629.29299999999,28166.395399999998,177.32,144393.44919999997,27,0,54264.352999999996,146004.4014,Salary,147038.177,Utilities,Negative,72.7,Low,169465.6106,0
2022-12-11,1912,294059.5086,272190.63300000003,0.34,295178.3978,recession,631.0,0.57,63204.827399999995,56006.522000000004,354.64,123432.452,69,0,39373.0194,189690.7298,Salary,113681.6252,Dining Out,Neutral,41.3,Low,21868.8756,0
2023-01-10,1572,301836.76379999996,275850.5178,0.12,268809.1406,normal,634.0,0.33,17719.5876,59321.5194,797.9399999999999,189949.61699999997,67,0,77828.4078,199789.9904,Salary,100775.38900000001,Utilities,Positive,53.0,Medium,25986.246000000003,0
2023-02-09,1388,528364.8369999999,255508.3674,0.25,324226.0736,inflation,628.0,0.45,44010.82399999999,11246.520999999999,531.96,105924.7618,51,0,60710.821599999996,152305.46759999997,Freelance,85640.2404,Rent,Neutral,42.0,Medium,272856.4696,0
2023-03-11,1353,538708.7992,343954.6968,0.31,263394.6744,normal,732.0,0.22,44161.546,26677.793999999998,265.98,113054.799,82,0,34768.019,186324.30959999998,Salary,102387.2278,Utilities,Neutral,13.0,Low,194754.10239999997,0
2023-04-10,1678,344853.7092,241697.79919999998,0.3,211068.429,inflation,699.0,0.57,9569.0738,79765.62879999999,88.66,114156.84279999998,32,0,51714.49139999999,136112.6052,Salary,138650.0544,Education,Positive,2.0,Medium,103155.90999999999,0
2023-05-10,1098,323840.4026,329068.6828,0.19,209896.34379999997,normal,698.0,0.47,37139.674,35054.3908,265.98,41813.8292,74,0,44752.9082,178588.7246,Salary,38512.1308,Insurance,Positive,76.8,Medium,0.0,0
2023-06-09,1860,383485.531,311337.5694,0.34,286909.0796,normal,628.0,0.18,48501.452999999994,75001.0404,531.96,66245.8654,29,0,31892.7752,130430.3858,Salary,137344.09259999997,Groceries,Positive,75.2,Low,72147.9616,0
2023-07-09,1015,438311.9884,239624.92839999998,0.24,220997.4624,normal,697.0,0.36,31985.868199999997,45715.7558,797.9399999999999,81805.6954,56,0,33339.7064,188729.6554,Salary,91102.583,Rent,Positive,41.7,High,198687.06,0
2023-08-08,1532,347202.3126,170716.60319999998,0.15,279308.25779999996,normal,693.0,0.34,41233.9928,37953.572799999994,265.98,108641.30419999998,41,0,30628.483599999996,147223.47639999999,Salary,155462.6502,Groceries,Negative,29.9,Medium,176485.7094,0
2023-09-07,1412,433009.2338,275752.9918,0.34,242605.6776,inflation,618.0,0.25,42263.335399999996,23950.612399999998,265.98,67964.0962,90,0,6646.8402,207633.7406,Salary,142969.5696,Insurance,Negative,36.5,High,157256.242,0
2023-10-07,1764,314595.8244,207368.6472,0.32,221570.20599999998,recession,646.0,0.42,29781.780600000002,7372.079000000001,177.32,119237.9474,36,0,49777.2704,272062.9626,Salary,83274.7916,Insurance,Neutral,90.2,Medium,107227.1772,0
2023-11-06,1246,452678.45479999995,382383.4872,0.27,225774.4632,inflation,669.0,0.33,32418.528999999995,39943.989799999996,531.96,84387.47459999999,33,0,24763.6246,136864.442,Salary,98661.7346,Dining Out,Neutral,20.2,Low,70294.9676,0
2019-01-01,1979,314470.81379999995,227447.47739999997,0.36,285405.40599999996,inflation,736.0,0.3,67474.693,29295.9238,177.32,153914.6466,33,0,76441.7654,97088.01959999999,Salary,106161.484,Utilities,Negative,17.3,Medium,87023.3364,0
2019-01-31,1793,426359.7338,402088.1722,0.25,302782.766,normal,693.0,0.24,77138.63299999999,0.0,265.98,84659.6608,96,0,52289.0082,142331.21759999997,Salary,109719.4098,Healthcare,Neutral,45.4,High,24271.561599999997,0
2019-03-02,1078,347960.35559999995,420666.8752,0.12,287526.1532,normal,661.0,0.12,36305.3834,44164.205799999996,797.9399999999999,71156.7428,69,0,63314.765799999994,189273.1412,Salary,183727.4582,Dining Out,Neutral,99.4,High,0.0,0
2019-04-01,1047,288958.89879999997,334794.3456,0.2,179712.04679999998,normal,598.0,0.56,21163.142,43157.9148,531.96,72800.49919999999,82,0,23830.034799999998,211924.8846,Salary,106835.3,Groceries,Negative,35.6,Low,0.0,0
2019-05-01,1950,419773.1824,147567.4772,0.34,255339.91339999996,normal,600.0,0.39,25698.9876,20388.2536,443.29999999999995,99505.7778,86,0,26996.969999999998,158734.20419999998,Salary,72521.2202,Education,Neutral,13.9,High,272205.70519999997,1
2019-05-31,1687,458590.3036,215677.86239999998,0.06,284410.6408,normal,678.0,0.42,48770.0928,33434.5726,177.32,117630.5416,92,0,61164.7608,287647.6174,Salary,41687.045399999995,Dining Out,Positive,4.6,High,242912.4412,0
2019-06-30,1525,394632.75279999996,217885.49639999997,0.18,160904.601,inflation,696.0,0.38,80177.8978,33319.3146,177.32,71170.9284,78,0,62717.1974,263131.3542,Mixed,128697.08279999999,Education,Negative,62.0,Low,176747.25639999998,1
2019-07-30,1925,278455.34859999997,135421.0572,0.19,287000.3994,normal,768.0,0.19,78617.4818,75602.1552,88.66,42298.799399999996,66,0,46893.160599999996,150501.2366,Salary,93639.1456,Groceries,Positive,65.1,High,143034.2914,0
2019-08-29,1770,478878.3714,325162.3232,0.38,182386.919,normal,662.0,0.52,37477.4686,73446.8306,265.98,53489.46459999999,92,0,53974.434799999995,262821.0442,Freelance,86549.0054,Dining Out,Positive,56.1,Low,153716.0482,0
2019-09-28,1799,327610.2258,165920.9838,0.37,334896.3046,inflation,692.0,0.47,48197.3492,17943.897399999998,88.66,7443.007,85,0,31750.0326,269023.69779999997,Salary,87406.3476,Education,Positive,53.5,Low,161689.242,0
2019-10-28,1653,180929.3486,303820.088,0.37,255773.4608,inflation,699.0,0.37,72900.685,41394.467399999994,265.98,159136.7206,78,0,59622.0768,154856.2158,Freelance,90072.3538,Dining Out,Positive,71.8,Low,0.0,0
2019-11-27,1962,409662.396,385187.803,0.27,256212.32779999997,normal,682.0,0.48,55134.9942,34044.5534,265.98,133208.9902,47,0,39196.586,195293.15519999998,Salary,93984.033,Transportation,Positive,74.5,Low,24474.593,0
2019-12-27,1679,302671.941,306010.8766,0.21,223135.055,normal,597.0,0.49,20069.9642,33696.1196,443.29999999999995,149231.6254,64,0,18328.6818,174048.446,Salary,125124.9714,Healthcare,Positive,22.5,Low,0.0,0
2020-01-26,1633,332593.8044,283141.0296,0.26,310023.6282,normal,658.0,0.57,59810.9226,35125.3188,531.96,114210.0388,51,0,30327.0396,254439.1278,Salary,181614.6904,Transportation,Neutral,19.8,High,49452.7748,0
2020-02-25,1959,370349.66539999994,346781.1776,0.15,277154.70639999997,normal,634.0,0.2,11328.088199999998,42902.57399999999,443.29999999999995,76910.77679999999,42,0,66398.3606,211604.822,Freelance,84633.9494,Dining Out,Positive,0.1,High,23568.4878,0
2020-03-26,1378,477043.99600000004,262006.25879999998,0.29,286783.1824,recession,698.0,0.16,63837.8598,47976.5858,88.66,7168.160999999999,51,0,51859.00719999999,167043.41939999998,Salary,103024.6932,Healthcare,Positive,61.4,High,215037.7372,0
2020-04-25,1464,464102.29579999996,231440.72379999998,0.08,203250.39019999997,normal,715.0,0.39,24198.860399999998,25371.8322,531.96,86470.9846,35,0,37554.6028,202590.7598,Salary,26598.0,Utilities,Negative,77.3,High,232661.572,1
2020-05-25,1685,434216.783,252695.18559999997,0.2,203332.844,normal,612.0,0.16,54899.1586,40511.4138,620.62,99439.28279999999,75,0,50815.479,167424.6574,Salary,115569.1966,Rent,Negative,75.9,Low,181521.5974,0
2020-06-24,1427,334142.6946,261747.3716,0.09,262095.80539999998,normal,623.0,0.55,49359.6818,25330.161999999997,88.66,74405.2452,74,0,37019.0964,191884.1782,Freelance,115618.84619999999,Utilities,Positive,22.9,Medium,72395.32299999999,0
2020-07-24,1915,460999.1958,375436.0896,0.17,253746.69319999998,inflation,622.0,0.3,48405.7002,0.0,177.32,133285.2378,57,0,49802.9818,291791.5858,Salary,32610.921199999997,Transportation,Neutral,8.5,Low,85563.1062,0
2020-08-23,1210,264563.2132,209689.76599999997,0.35,302796.065,normal,682.0,0.3,32627.7666,79579.4428,443.29999999999995,29637.264799999997,86,0,34633.2558,279559.16559999995,Freelance,181000.27659999998,Education,Positive,12.2,Low,54873.447199999995,0
2020-09-22,1555,295655.3886,289899.58139999997,0.14,278066.1312,normal,704.0,0.4,45156.3112,23030.3216,177.32,153955.4302,80,0,45144.7854,196246.25019999998,Freelance,28485.5714,Dining Out,Negative,69.8,Low,5755.8072,0
2020-10-22,1231,386337.7232,314198.6276,0.28,225362.19419999997,inflation,626.0,0.23,48522.7314,43626.0396,620.62,104565.604,42,0,51294.242999999995,114984.9272,Salary,99373.67439999999,Investments,Positive,35.3,Low,72139.0956,0
2020-11-21,1619,443493.27880000003,319998.7648,0.22,300693.0498,normal,707.0,0.29,67078.3828,36368.331999999995,265.98,70448.3494,94,0,43503.688799999996,165659.4368,Salary,133676.2284,Transportation,Neutral,98.7,Low,123494.51400000001,0
2020-12-21,1086,387003.5598,241555.0566,0.29,219012.365,normal,666.0,0.16,41094.796599999994,27536.909399999997,443.29999999999995,59483.767199999995,35,0,45754.766200000005,177036.288,Mixed,80382.7024,Rent,Positive,15.0,Low,145448.5032,0
2021-01-20,1589,411426.73,224172.37699999998,0.27,342183.26999999996,normal,691.0,0.45,39114.1322,23706.7974,531.96,0.0,72,0,32584.3232,160955.1372,Salary,147367.1056,Groceries,Negative,76.3,High,187254.353,0
2021-02-19,1391,413430.446,70671.7726,0.14,306638.5894,normal,686.0,0.42,40075.2066,74835.24620000001,797.9399999999999,95136.613,50,0,28339.282399999996,166955.64599999998,Mixed,119435.65919999998,Dining Out,Negative,52.3,Low,342758.67339999997,1
2021-03-21,1782,295201.4494,332191.288,0.16,283332.5352,inflation,765.0,0.44,74031.98659999999,18658.497,443.29999999999995,58599.827000000005,76,0,51952.1002,284193.4238,Salary,102509.5786,Healthcare,Positive,19.4,High,0.0,0
2021-04-20,1612,423398.4898,233601.36800000002,0.28,251007.09919999997,normal,626.0,0.56,49208.0732,32950.488999999994,443.29999999999995,140860.34819999998,36,0,72222.436,104331.5416,Salary,77053.5194,Investments,Positive,73.7,High,189797.1218,0
2021-05-20,1402,371648.5344,320877.38539999997,0.31,211848.637,normal,620.0,0.48,48027.122,13473.6602,709.28,124702.94979999999,74,0,29604.460600000002,153536.0684,Salary,89895.9204,Insurance,Neutral,37.4,Low,50771.149,0
2021-06-19,1682,254768.0564,243733.43279999998,0.21,253150.0114,normal,742.0,0.12,45186.4556,85049.76479999999,354.64,136500.0494,84,0,22656.176399999997,172268.1532,Salary,66386.8348,Insurance,Positive,23.8,High,11034.623599999999,0
2021-07-19,1198,373590.1884,298586.48819999996,0.14,278848.1124,normal,692.0,0.37,62415.7534,26309.855,531.96,38138.8722,66,0,55458.6032,346653.5072,Salary,136229.6364,Dining Out,Positive,83.5,Low,75003.7002,0
2021-08-18,1574,406022.01639999996,314477.01999999996,0.3,299117.5616,recession,691.0,0.3,73677.34659999999,21666.730799999998,265.98,137348.5256,46,0,38584.831999999995,179732.4386,Salary,119368.27759999999,Groceries,Positive,86.9,Low,91544.99639999999,0
2021-09-17,1182,243135.8644,304690.7292,0.17,365376.726,normal,742.0,0.55,35350.5152,61950.2884,443.29999999999995,143979.407,77,0,17385.3394,150864.7426,Salary,181628.876,Education,Neutral,35.0,Medium,0.0,0
2021-10-17,1541,416145.21520000004,290234.7162,0.09,185192.1214,normal,640.0,0.27,38554.6876,6043.0656,354.64,67600.5902,65,0,85178.3218,197983.9862,Freelance,47742.5234,Transportation,Positive,29.1,High,125910.499,0
2021-11-16,1167,453094.2702,237488.22239999997,0.18,303816.5416,normal,662.0,0.15,27645.0746,25996.8852,531.96,143685.9424,37,0,61059.2554,222630.5796,Salary,212016.20440000002,Transportation,Positive,94.1,Medium,215606.04779999997,0
2021-12-16,1710,317616.4706,120430.42439999999,0.38,292659.5672,recession,651.0,0.4,52302.307199999996,16907.462,709.28,133208.1036,37,0,41267.6836,280790.653,Mixed,133769.3214,Healthcare,Positive,56.3,Low,197186.0462,0
2022-01-15,1109,390179.36100000003,423199.00479999994,0.25,298826.7568,normal,713.0,0.18,31990.301199999998,41604.5916,709.28,69156.5732,21,0,16410.966,254117.292,Freelance,101894.2782,Groceries,Positive,31.1,High,0.0,0
2022-02-14,1538,454431.263,427135.5088,0.2,205274.49800000002,normal,755.0,0.38,25662.637,0.0,177.32,133410.24839999998,71,0,39261.307799999995,210495.6854,Salary,97681.155,Utilities,Neutral,6.7,Medium,27295.7542,0
2022-03-16,1168,257935.87819999998,303023.9212,0.08,228326.9846,normal,733.0,0.24,25428.5746,29746.3166,88.66,114101.87359999999,69,0,50827.004799999995,331738.2354,Mixed,113827.02759999999,Healthcare,Negative,14.4,High,0.0,0
2022-04-15,1009,318349.68879999995,252611.84519999998,0.27,190845.96959999998,normal,749.0,0.24,53979.7544,44320.2474,709.28,56969.36959999999,46,0,50608.014599999995,206177.94339999996,Salary,109862.1524,Investments,Positive,15.4,Medium,65737.84360000001,0
2022-05-15,1444,384096.39839999995,246488.099,0.29,232607.4894,normal,644.0,0.46,42868.8832,69031.5626,177.32,112863.2934,93,0,47551.9044,221204.9268,Salary,26598.0,Education,Positive,64.7,Low,137608.2994,0
2022-06-14,1383,256907.4222,220871.56519999998,0.09,231319.2596,recession,613.0,0.51,56970.2562,21602.009,354.64,169691.6936,33,0,35775.196599999996,168585.2168,Salary,128419.577,Groceries,Positive,39.0,Low,36035.856999999996,0
2022-07-14,1103,295714.7908,216653.1224,0.32,313725.18319999997,inflation,744.0,0.27,47762.9152,58835.662599999996,177.32,68460.5922,75,0,39021.0392,149052.5322,Salary,143727.6126,Dining Out,Negative,83.7,Medium,79061.6684,0
2022-08-13,1202,292048.6998,299014.71599999996,0.27,228118.6336,normal,634.0,0.13,10855.5304,30210.0084,443.29999999999995,123385.4622,50,0,37621.984399999994,231023.13519999996,Salary,119361.18479999999,Healthcare,Neutral,1.6,High,0.0,0
2022-09-12,1153,429093.1216,223146.5808,0.23,291148.8008,inflation,657.0,0.22,39335.7822,54458.5184,177.32,53571.0318,28,0,79799.31959999999,94951.3136,Salary,96167.7288,Insurance,Positive,3.7,Low,205946.5408,0
2022-10-12,1101,435358.72380000004,319864.0016,0.23,236703.5814,normal,703.0,0.53,31772.1976,33378.7168,177.32,45051.6924,93,0,34109.275200000004,130098.79740000001,Mixed,45356.682799999995,Healthcare,Negative,80.2,Medium,115494.7222,0
2022-11-11,1516,371103.2753999999,291862.51379999996,0.31,236313.47739999997,inflation,636.0,0.3,70160.2044,34539.2762,354.64,85091.435,78,0,33038.2624,294080.78699999995,Salary,94551.457,Rent,Neutral,4.8,Low,79240.7616,0
2022-12-11,1227,354340.3292,308672.4498,0.25,309287.75019999995,normal,702.0,0.16,53293.526,32856.509399999995,797.9399999999999,64372.47959999999,58,0,25999.545,183734.55099999998,Mixed,106549.8148,Groceries,Positive,53.1,Low,45667.8794,0
2023-01-10,1959,440236.79699999996,191415.1668,0.29,323026.50379999995,inflation,743.0,0.22,37639.7164,56034.0066,265.98,90789.61319999999,33,0,35849.671,152566.128,Salary,134159.4254,Education,Negative,7.2,Medium,248821.63019999999,0
2023-02-09,1428,270723.31,270859.8464,0.29,342308.2806,recession,675.0,0.13,76737.88979999999,83165.7398,177.32,85649.10639999999,98,0,6168.0761999999995,311597.3432,Salary,111356.95999999999,Dining Out,Neutral,49.7,Low,0.0,0
2023-03-11,1266,436365.01479999995,214323.13760000002,0.12,245354.13760000002,recession,684.0,0.39,45291.0744,18091.9596,531.96,46022.519400000005,99,0,31223.3922,230442.4122,Salary,167999.17419999998,Rent,Positive,27.6,Medium,222041.8772,0
2023-04-10,1328,411912.58679999993,283128.6172,0.28,265590.7826,normal,751.0,0.52,4401.0824,27884.456599999998,265.98,115787.3002,55,0,46438.3348,187173.67239999998,Salary,156094.79599999997,Utilities,Positive,90.8,Low,128783.9696,0
2023-05-10,1025,331553.8226,128526.8556,0.27,306322.0732,normal,707.0,0.51,55999.4292,19062.7866,265.98,118142.10979999999,31,0,35776.9698,247586.59639999998,Salary,145733.1018,Dining Out,Positive,26.9,Low,203026.96699999998,0
2023-06-09,1242,429346.68919999996,289573.3126,0.1,378971.85039999994,normal,665.0,0.32,37169.8184,69444.7182,354.64,69434.079,31,0,32627.7666,155216.1754,Salary,113155.87139999999,Transportation,Neutral,30.7,Low,139773.3766,0
2023-07-09,1482,429860.91719999997,199484.11339999997,0.35,371246.018,normal,660.0,0.19,18599.981399999997,72593.92139999999,531.96,86312.28319999999,85,0,53782.0426,224311.57319999998,Salary,115172.88639999999,Healthcare,Positive,71.2,Low,230376.80379999997,0
2023-08-08,1396,358346.8746,333307.51739999995,0.22,232159.75639999998,inflation,726.0,0.2,38790.523199999996,23032.094799999995,443.29999999999995,97791.98,57,0,83077.07979999999,152316.1068,Mixed,128329.1438,Rent,Positive,36.1,Medium,25039.357200000002,0
2023-09-07,1990,146092.17479999998,269076.89379999996,0.13,279560.0522,recession,667.0,0.29,38598.131,84059.4326,443.29999999999995,42683.5838,43,0,82035.32479999999,195610.55800000002,Salary,126289.0772,Investments,Neutral,63.4,Low,0.0,0
2023-10-07,1171,470453.8982,327766.26739999995,0.08,299966.9244,normal,699.0,0.58,62127.6084,48175.184199999996,709.28,71670.9708,29,0,86622.59319999999,224456.97559999998,Salary,125109.89919999999,Entertainment,Positive,25.7,High,142687.6308,0
2023-11-06,1329,473823.8648,253650.05379999997,0.15,273523.19279999996,normal,633.0,0.42,43586.1426,43833.50399999999,88.66,154737.41139999998,71,0,44850.434199999996,212785.7732,Freelance,76682.9206,Insurance,Positive,13.0,Medium,220173.811,0
2019-01-01,1830,408460.1664,213493.28,0.32,289775.45739999996,normal,726.0,0.34,55508.2528,44767.0938,88.66,20803.182399999998,23,0,59357.869999999995,127206.7082,Salary,108215.73619999998,Dining Out,Positive,59.7,High,194966.8864,0
2019-01-31,1949,245237.99300000002,266508.41359999997,0.4,244635.9916,normal,646.0,0.29,37575.881199999996,27717.7758,620.62,125900.74639999999,47,0,53316.5776,187355.4254,Freelance,120640.5486,Healthcare,Positive,84.4,Low,0.0,0
2019-03-02,1603,98343.4452,361884.40859999997,0.27,224392.25379999998,recession,819.0,0.13,27031.5474,85944.34419999999,797.9399999999999,35744.1656,33,0,45938.2924,183247.8076,Freelance,92077.843,Healthcare,Positive,71.6,High,0.0,0
2019-04-01,1299,268943.9038,289398.65239999996,0.16,266409.1144,inflation,682.0,0.37,61680.762,13128.7728,265.98,80900.4768,28,0,34590.69899999999,195334.8254,Salary,80716.064,Education,Neutral,77.4,Low,0.0,0
2019-05-01,1153,432881.5634,319841.8366,0.19,122662.8832,normal,619.0,0.56,44973.671599999994,108729.07759999999,265.98,57778.8354,83,0,48023.5756,145142.6262,Salary,161062.41580000002,Healthcare,Positive,91.0,High,113039.7268,0
2019-05-31,1153,214409.1378,289997.1074,0.26,290994.53239999997,recession,648.0,0.47,39797.7008,24056.117799999996,709.28,87002.05799999999,77,0,80264.7846,242169.4704,Mixed,104972.55339999999,Transportation,Negative,64.6,High,0.0,0
2019-06-30,1400,326423.955,325780.28339999996,0.19,284878.7656,normal,678.0,0.32,16346.2442,47080.233199999995,177.32,205602.53999999998,91,0,56068.583999999995,219543.43839999998,Mixed,71826.1258,Transportation,Positive,84.2,Low,643.6716,0
2019-07-30,1387,381082.845,372598.9696,0.28,307425.89019999997,normal,629.0,0.5,26109.4834,44203.216199999995,709.28,156791.6636,90,0,41529.2306,93856.3626,Salary,114473.359,Rent,Negative,41.1,Medium,8483.875399999999,0
2019-08-29,1548,313525.6982,230826.31,0.26,265659.9374,normal,697.0,0.55,57782.3818,32191.5594,531.96,47899.4516,32,0,20929.9662,166804.0374,Salary,131588.2854,Rent,Positive,79.8,Medium,82699.3882,0
2019-09-28,1521,434472.1238,339517.26379999996,0.07,231469.095,normal,710.0,0.33,35847.0112,28217.818199999998,531.96,31716.341800000002,94,0,62281.8768,278144.152,Salary,79668.9894,Insurance,Positive,42.2,Low,94954.86,0
2019-10-28,1444,370579.2948,183939.35559999998,0.34,278797.5762,inflation,650.0,0.33,68530.6336,44606.6192,265.98,96347.7086,57,0,51554.903399999996,125931.7774,Freelance,94024.81659999999,Healthcare,Positive,98.4,Low,186639.9392,0
2019-11-27,1383,293302.3522,319340.9076,0.31,271772.1578,recession,637.0,0.16,36386.950600000004,16307.2338,88.66,46538.520599999996,55,0,59900.4692,185477.6066,Salary,170221.8804,Investments,Negative,47.8,Medium,0.0,0
2019-12-27,1045,324124.1146,328897.569,0.2,265112.0186,normal,740.0,0.18,35828.3926,58094.465,177.32,96579.99779999998,32,0,37866.686,220539.09019999998,Mixed,81521.9834,Transportation,Negative,75.8,Medium,0.0,0
2020-01-26,1533,422816.8802,336073.7094,0.36,264240.49079999997,normal,664.0,0.25,9547.795399999999,43370.6988,797.9399999999999,95795.3568,79,0,29543.285200000002,129130.6302,Salary,136819.2254,Insurance,Positive,78.2,Medium,86743.17079999999,0
2020-02-25,1814,353159.378,253708.5694,0.19,241438.02539999998,normal,670.0,0.49,8826.103,81109.7144,177.32,71157.6294,55,0,56577.492399999996,88660.0,Salary,138340.631,Groceries,Positive,66.6,Low,99450.8086,0
2020-03-26,1874,408566.5584,321407.5722,0.06,259784.4392,inflation,620.0,0.55,45699.797,36962.354,620.62,103202.0132,48,0,4565.99,125815.63279999999,Salary,98466.68259999999,Entertainment,Neutral,6.6,High,87158.9862,0
2020-04-25,1947,390157.196,186716.1868,0.05,221043.56559999997,normal,728.0,0.31,65929.3492,36040.29,443.29999999999995,66304.381,73,0,47488.955799999996,231688.08519999997,Salary,122081.2736,Healthcare,Positive,10.9,High,203441.00919999997,0
2020-05-25,1595,368939.08479999995,206218.72699999998,0.34,242927.51339999997,inflation,534.0,0.29,33221.7886,49487.352199999994,265.98,28051.137399999996,57,0,29787.9868,250594.83019999997,Salary,76089.7852,Healthcare,Positive,60.2,Low,162720.3578,0
2020-06-24,1951,423508.4282,294373.365,0.28,205822.4168,inflation,702.0,0.49,62132.041399999995,7152.2022,797.9399999999999,87872.6992,66,0,53754.558,88660.0,Freelance,156324.4254,Education,Neutral,45.5,Medium,129135.06319999999,0
2020-07-24,1448,220759.8536,221767.0312,0.1,277034.12879999995,normal,684.0,0.23,24457.7476,29960.8738,177.32,14419.662399999997,93,0,22104.711199999998,236855.19,Salary,132121.132,Insurance,Positive,81.0,Medium,0.0,0
2020-08-23,1450,429782.00979999994,187310.20879999996,0.27,308150.2424,normal,599.0,0.27,69716.9044,1334.333,443.29999999999995,75835.331,26,0,28310.0246,245266.36419999998,Salary,84803.29,Rent,Positive,29.8,Medium,242471.80099999998,0
2020-09-22,1468,470596.6408,317384.1814,0.23,286553.553,normal,785.0,0.45,15239.767399999999,36199.878,531.96,92445.782,21,0,51026.489799999996,260159.471,Freelance,114215.3584,Healthcare,Positive,17.4,Medium,153212.4594,0
2020-10-22,1907,294236.8286,206549.42879999997,0.09,247368.49279999998,recession,707.0,0.6,36156.4346,36624.5594,177.32,75408.8764,27,0,50118.611399999994,134879.34459999998,Salary,67362.09479999999,Groceries,Negative,72.6,High,87687.3998,0
2020-11-21,1504,344402.4298,135959.2234,0.36,259487.4282,recession,617.0,0.3,39109.699199999995,27302.846999999998,443.29999999999995,165560.1376,62,0,36469.4044,190864.5882,Freelance,158672.1422,Dining Out,Positive,98.0,High,208443.2064,0
2020-12-21,1545,528676.0336,219148.9014,0.26,255785.8732,inflation,734.0,0.24,68637.0256,0.0,443.29999999999995,55916.08879999999,83,0,75076.40139999999,153527.2024,Salary,79275.33899999999,Education,Positive,71.8,High,309527.1322,1
2021-01-20,1953,358427.55519999994,308987.19279999996,0.32,258543.19919999997,recession,708.0,0.15,51366.0576,39045.863999999994,354.64,62962.785599999996,84,0,45358.456,195403.0936,Salary,116587.9,Insurance,Neutral,74.6,Medium,49440.3624,0
2021-02-19,1707,396818.22179999994,329159.116,0.25,328892.2494,normal,712.0,0.33,66872.69159999999,42299.686,88.66,104403.3562,99,0,60036.119,211400.01739999998,Salary,132100.7402,Dining Out,Negative,16.9,High,67659.10579999999,0
2021-03-21,1023,302536.2912,332022.834,0.27,290660.2842,recession,656.0,0.57,34923.174,41512.385200000004,620.62,19575.2414,55,0,29068.9542,244930.34279999998,Mixed,90506.7878,Dining Out,Positive,73.0,High,0.0,0
